arquivo_saida,threads,N,nnz,densidade,tempo_permutacao,tempo_iteracoes,biblioteca,tipoNum,classe,programa
outputCb/tela-R-line-num-vert=1001-N=002000-02thr-exeLibC_0.out,2,2000,3998,0.10,0.000000,0.000009,libC,R,line,exeLibC_0
outputCb/tela-R-line-num-vert=1001-N=002000-02thr-exeLibC_1.out,2,2000,3998,0.10,0.000008,0.000007,libC,R,line,exeLibC_1
outputCb/tela-R-line-num-vert=1001-N=002000-02thr-py_LibC.out,2,2000,3998,0.0999,0.000011,0.000009,libC,R,line,py_LibC
outputCb/tela-R-line-num-vert=1001-N=002000-048thr-py_LibC.out,48,2000,3998,0.0999,0.000054,0.000025,libC,R,line,py_LibC
outputCb/tela-R-line-num-vert=1001-N=002000-04thr-exeLibC_0.out,4,2000,3998,0.10,0.000000,0.000011,libC,R,line,exeLibC_0
outputCb/tela-R-line-num-vert=1001-N=002000-04thr-exeLibC_1.out,4,2000,3998,0.10,0.000008,0.000008,libC,R,line,exeLibC_1
outputCb/tela-R-line-num-vert=1001-N=002000-04thr-py_LibC.out,4,2000,3998,0.0999,0.000012,0.000009,libC,R,line,py_LibC
outputCb/tela-R-line-num-vert=1001-N=002000-08thr-exeLibC_0.out,8,2000,3998,0.10,0.000000,0.000013,libC,R,line,exeLibC_0
outputCb/tela-R-line-num-vert=1001-N=002000-08thr-exeLibC_1.out,8,2000,3998,0.10,0.000008,0.000009,libC,R,line,exeLibC_1
outputCb/tela-R-line-num-vert=1001-N=002000-08thr-py_LibC.out,8,2000,3998,0.0999,0.000013,0.000010,libC,R,line,py_LibC
outputCb/tela-R-line-num-vert=1001-N=002000-16thr-exeLibC_0.out,16,2000,3998,0.10,0.000000,0.000018,libC,R,line,exeLibC_0
outputCb/tela-R-line-num-vert=1001-N=002000-16thr-exeLibC_1.out,16,2000,3998,0.10,0.000010,0.000011,libC,R,line,exeLibC_1
outputCb/tela-R-line-num-vert=1001-N=002000-1thr-py_SciPy.out,1,2000,3998,0.0999,0.000149,0.000014,SciPy,R,line,py_SciPy
outputCb/tela-R-line-num-vert=1001-N=002000-24thr-exeLibC_0.out,24,2000,3998,0.10,0.000000,0.000022,libC,R,line,exeLibC_0
outputCb/tela-R-line-num-vert=1001-N=002000-24thr-exeLibC_1.out,24,2000,3998,0.10,0.000012,0.000013,libC,R,line,exeLibC_1
outputCb/tela-R-line-num-vert=1001-N=002000-48thr-exeLibC_0.out,48,2000,3998,0.10,0.000000,0.000042,libC,R,line,exeLibC_0
outputCb/tela-R-line-num-vert=1001-N=002000-48thr-exeLibC_1.out,48,2000,3998,0.10,0.000018,0.000020,libC,R,line,exeLibC_1
outputCb/tela-R-line-num-vert=2001-N=004000-016thr-py_LibC.out,16,4000,7998,0.0500,0.000019,0.000013,libC,R,line,py_LibC
outputCb/tela-R-line-num-vert=2001-N=004000-01thr-exeLibC_0.out,1,4000,7998,0.05,0.000000,0.000025,libC,R,line,exeLibC_0
outputCb/tela-R-line-num-vert=2001-N=004000-01thr-exeLibC_1.out,1,4000,7998,0.05,0.000023,0.000021,libC,R,line,exeLibC_1
outputCb/tela-R-line-num-vert=2001-N=004000-01thr-py_LibC.out,1,4000,7998,0.0500,0.000028,0.000022,libC,R,line,py_LibC
outputCb/tela-R-line-num-vert=2001-N=004000-01thr-py_SciPy.out,1,4000,7998,0.0500,0.000180,0.000019,SciPy,R,line,py_SciPy
outputCb/tela-R-line-num-vert=2001-N=004000-024thr-py_LibC.out,24,4000,7998,0.0500,0.000023,0.000017,libC,R,line,py_LibC
outputCb/tela-R-line-num-vert=2001-N=004000-02thr-exeLibC_0.out,2,4000,7998,0.05,0.000000,0.000016,libC,R,line,exeLibC_0
outputCb/tela-R-line-num-vert=2001-N=004000-02thr-exeLibC_1.out,2,4000,7998,0.05,0.000014,0.000013,libC,R,line,exeLibC_1
outputCb/tela-R-line-num-vert=2001-N=004000-02thr-py_LibC.out,2,4000,7998,0.0500,0.000019,0.000015,libC,R,line,py_LibC
outputCb/tela-R-line-num-vert=2001-N=004000-048thr-py_LibC.out,48,4000,7998,0.0500,0.000033,0.000022,libC,R,line,py_LibC
outputCb/tela-R-line-num-vert=2001-N=004000-04thr-exeLibC_0.out,4,4000,7998,0.05,0.000000,0.000015,libC,R,line,exeLibC_0
outputCb/tela-R-line-num-vert=2001-N=004000-04thr-exeLibC_1.out,4,4000,7998,0.05,0.000012,0.000011,libC,R,line,exeLibC_1
outputCb/tela-R-line-num-vert=2001-N=004000-04thr-py_LibC.out,4,4000,7998,0.0500,0.000017,0.000012,libC,R,line,py_LibC
outputCb/tela-R-line-num-vert=2001-N=004000-08thr-exeLibC_0.out,8,4000,7998,0.05,0.000000,0.000017,libC,R,line,exeLibC_0
outputCb/tela-R-line-num-vert=2001-N=004000-08thr-exeLibC_1.out,8,4000,7998,0.05,0.000011,0.000011,libC,R,line,exeLibC_1
outputCb/tela-R-line-num-vert=2001-N=004000-08thr-py_LibC.out,8,4000,7998,0.0500,0.000017,0.000012,libC,R,line,py_LibC
outputCb/tela-R-line-num-vert=2001-N=004000-16thr-exeLibC_0.out,16,4000,7998,0.05,0.000000,0.000021,libC,R,line,exeLibC_0
outputCb/tela-R-line-num-vert=2001-N=004000-16thr-exeLibC_1.out,16,4000,7998,0.05,0.000012,0.000013,libC,R,line,exeLibC_1
outputCb/tela-R-line-num-vert=2001-N=004000-24thr-exeLibC_0.out,24,4000,7998,0.05,0.000000,0.000026,libC,R,line,exeLibC_0
outputCb/tela-R-line-num-vert=2001-N=004000-24thr-exeLibC_1.out,24,4000,7998,0.05,0.000015,0.000016,libC,R,line,exeLibC_1
outputCb/tela-R-line-num-vert=2001-N=004000-48thr-exeLibC_0.out,48,4000,7998,0.05,0.000000,0.000035,libC,R,line,exeLibC_0
outputCb/tela-R-line-num-vert=2001-N=004000-48thr-exeLibC_1.out,48,4000,7998,0.05,0.000021,0.000022,libC,R,line,exeLibC_1
